return_id,order_id,return_date,return_reason,return_status,refund_amount,reverse_shipping_cost,restocking_loss
701095,905772,2024-12-15,Size/Fit Issue,Approved,1190.0,163.32,193.38
701096,905787,2024-10-09,Defective/Damaged,Approved,2450.0,111.84,441.0
701097,905791,2024-06-28,Size/Fit Issue,Approved,4740.0,106.19,402.9
701098,905796,2024-12-03,Wrong Item Delivered,Rejected,0.0,74.65,0.0
701099,905797,2025-01-17,Defective/Damaged,Approved,2150.0,161.99,349.38
701100,905798,2024-12-05,Not as Described,Rejected,0.0,80.27,0.0
701101,905803,2024-08-16,Not as Described,Approved,3370.0,172.94,572.9
701102,905806,2025-03-14,Changed Mind,Approved,510.0,179.08,73.95
701103,905812,2025-01-11,Wrong Item Delivered,Approved,1290.0,62.85,199.95
701104,905813,2024-05-08,Size/Fit Issue,Approved,6450.0,99.32,349.38
701105,905821,2024-10-17,Defective/Damaged,Approved,10800.0,158.41,2322.0
701106,905823,2024-06-13,Size/Fit Issue,Approved,1960.0,166.94,318.5
701107,905825,2025-04-07,Size/Fit Issue,Approved,3000.0,107.17,510.0
701108,905828,2024-11-17,Defective/Damaged,Approved,2550.0,162.18,459.0
701109,905830,2024-07-09,Changed Mind,Approved,3150.0,92.0,567.0
701110,905837,2024-07-24,Changed Mind,Approved,3540.0,132.76,287.62
701111,905839,2024-12-13,Not as Described,Approved,3740.0,165.91,635.8
701112,905845,2024-06-19,Not as Described,Approved,3000.0,177.7,510.0
701113,905848,2024-09-18,Changed Mind,Approved,13330.0,142.21,2865.95
701114,905850,2025-01-16,Defective/Damaged,Approved,3700.0,162.6,629.0
701115,905866,2024-04-28,Not as Described,Rejected,0.0,130.94,0.0
701116,905873,2024-08-27,Not as Described,Approved,970.0,72.05,157.62
701117,905877,2024-07-13,Not as Described,Approved,1130.0,78.88,175.15
701118,905880,2025-02-12,Changed Mind,Approved,3170.0,137.94,570.6
701119,905882,2024-11-23,Size/Fit Issue,Approved,1870.0,86.85,303.88
701120,905885,2024-12-21,Not as Described,Approved,410.0,157.56,59.45
701121,905886,2025-02-02,Defective/Damaged,Approved,3020.0,141.02,245.38
701122,905887,2024-09-12,Changed Mind,Approved,1390.0,91.45,215.45
701123,905888,2025-02-08,Size/Fit Issue,Approved,1510.0,89.69,245.38
701124,905892,2024-08-01,Defective/Damaged,Approved,1130.0,163.27,175.15
701125,905897,2024-07-03,Size/Fit Issue,Approved,3740.0,168.5,635.8
701126,905899,2024-11-28,Not as Described,Approved,540.0,161.36,78.3
701127,905913,2024-06-29,Not as Described,Approved,1960.0,151.27,318.5
701128,905917,2024-08-05,Not as Described,Approved,2550.0,105.8,459.0
701129,905918,2024-08-20,Not as Described,Approved,2560.0,171.53,435.2
701130,905919,2025-01-28,Defective/Damaged,Approved,2600.0,70.2,442.0
701131,905921,2025-03-19,Not as Described,Approved,1780.0,147.77,137.95
701132,905924,2024-07-29,Size/Fit Issue,Approved,1510.0,109.36,245.38
701133,905931,2025-01-02,Not as Described,Approved,1740.0,125.35,313.2
701134,905941,2025-03-27,Defective/Damaged,Approved,590.0,83.82,85.55
701135,905946,2025-03-25,Changed Mind,Approved,780.0,94.84,113.1
701136,905954,2024-09-14,Defective/Damaged,Approved,2250.0,96.8,405.0
701137,905967,2024-11-25,Size/Fit Issue,Approved,2370.0,115.61,402.9
701138,905970,2025-01-23,Size/Fit Issue,Approved,2600.0,155.1,442.0
701139,905973,2025-02-21,Size/Fit Issue,Approved,4530.0,156.88,245.38
701140,905978,2025-01-30,Size/Fit Issue,Approved,1870.0,133.09,303.88
701141,905979,2024-06-28,Size/Fit Issue,Approved,1960.0,108.95,318.5
701142,905982,2024-10-25,Changed Mind,Approved,1510.0,108.33,245.38
701143,905985,2024-10-05,Size/Fit Issue,Approved,1870.0,137.18,303.88
701144,905987,2024-10-06,Defective/Damaged,Approved,12810.0,166.75,2754.15
701145,905997,2024-12-29,Not as Described,Approved,5100.0,96.74,459.0
701146,906017,2025-01-10,Changed Mind,Approved,3170.0,117.38,570.6
701147,906018,2024-11-09,Changed Mind,Approved,2450.0,102.15,441.0
701148,906020,2024-12-09,Defective/Damaged,Approved,1560.0,126.23,113.1
701149,906025,2024-10-09,Not as Described,Approved,2450.0,165.08,441.0
701150,906028,2024-11-22,Defective/Damaged,Approved,9950.0,104.15,2139.25
701151,906034,2024-08-01,Size/Fit Issue,Approved,2370.0,113.03,402.9
701152,906037,2024-09-12,Not as Described,Approved,1740.0,82.7,313.2
701153,906048,2024-10-03,Changed Mind,Approved,3740.0,168.81,303.88
701154,906051,2025-03-23,Size/Fit Issue,Approved,3700.0,171.82,629.0
701155,906053,2025-02-08,Size/Fit Issue,Approved,5120.0,134.33,435.2
701156,906061,2024-10-30,Changed Mind,Approved,540.0,83.65,78.3
701157,906062,2024-06-10,Not as Described,Approved,2250.0,145.65,405.0
701158,906065,2025-02-16,Size/Fit Issue,Approved,1870.0,121.8,303.88
701159,906084,2024-10-04,Changed Mind,Approved,13790.0,104.39,2964.85
701160,906085,2025-01-26,Not as Described,Approved,2580.0,162.57,199.95
701161,906096,2024-06-01,Size/Fit Issue,Approved,3700.0,80.75,629.0
701162,906113,2025-02-01,Changed Mind,Approved,2250.0,78.06,405.0
701163,906121,2024-10-08,Changed Mind,Approved,510.0,116.06,73.95
701164,906143,2025-04-09,Wrong Item Delivered,Rejected,0.0,97.47,0.0
701165,906144,2024-07-08,Not as Described,Approved,890.0,141.27,137.95
701166,906148,2025-02-13,Size/Fit Issue,Approved,7480.0,104.93,635.8
701167,906152,2025-02-27,Defective/Damaged,Approved,13140.0,167.92,2825.1
701168,906154,2024-10-12,Changed Mind,Approved,1290.0,74.82,199.95
701169,906156,2024-12-17,Not as Described,Approved,890.0,86.29,137.95
701170,906161,2024-05-13,Size/Fit Issue,Approved,1110.0,140.31,180.38
701171,906165,2024-05-18,Not as Described,Approved,590.0,118.79,85.55
701172,906166,2025-01-15,Changed Mind,Approved,1320.0,85.8,204.6
701173,906181,2024-12-18,Changed Mind,Approved,2560.0,134.82,435.2
701174,906182,2025-03-04,Size/Fit Issue,Approved,3900.0,73.96,663.0
701175,906186,2024-07-11,Changed Mind,Approved,1560.0,176.53,241.8
701176,906189,2025-04-15,Not as Described,Approved,590.0,107.4,85.55
701177,906194,2025-02-17,Changed Mind,Approved,3980.0,83.0,358.2
701178,906198,2024-11-09,Not as Described,Approved,1960.0,177.01,318.5
701179,906209,2025-02-17,Changed Mind,Approved,1870.0,148.67,303.88
701180,906221,2024-10-22,Not as Described,Approved,5100.0,85.19,459.0
701181,906223,2025-02-28,Size/Fit Issue,Approved,7800.0,167.31,663.0
701182,906224,2024-11-15,Not as Described,Approved,2380.0,117.21,193.38
701183,906225,2024-05-10,Size/Fit Issue,Approved,1510.0,95.97,245.38
701184,906233,2025-03-25,Not as Described,Approved,780.0,161.18,113.1
701185,906238,2024-09-10,Changed Mind,Rejected,0.0,67.66,0.0
701186,906242,2024-06-08,Not as Described,Approved,1870.0,112.65,303.88
701187,906245,2024-10-03,Wrong Item Delivered,Approved,2250.0,75.96,405.0
701188,906253,2024-11-06,Not as Described,Approved,5610.0,108.08,303.88
701189,906257,2024-09-29,Defective/Damaged,Approved,3150.0,146.15,567.0
701190,906259,2024-06-25,Size/Fit Issue,Approved,1510.0,108.28,245.38
701191,906262,2025-02-10,Not as Described,Approved,1110.0,85.64,180.38
701192,906265,2024-09-26,Not as Described,Approved,1180.0,159.51,85.55
701193,906282,2024-05-12,Changed Mind,Approved,3170.0,132.2,570.6
701194,906283,2024-08-07,Defective/Damaged,Approved,13330.0,148.16,2865.95
701195,906284,2025-02-10,Size/Fit Issue,Approved,1110.0,169.76,180.38
701196,906294,2025-02-16,Defective/Damaged,Approved,3370.0,143.26,572.9
701197,906297,2024-12-12,Changed Mind,Approved,2600.0,73.53,442.0
701198,906299,2024-12-07,Not as Described,Approved,2370.0,110.75,402.9
701199,906300,2025-01-12,Changed Mind,Approved,910.0,78.27,141.05
701200,906301,2024-11-08,Size/Fit Issue,Approved,2600.0,60.52,442.0
701201,906307,2024-07-20,Wrong Item Delivered,Approved,3150.0,90.84,567.0
701202,906312,2024-07-26,Changed Mind,Rejected,0.0,152.39,0.0
701203,906325,2024-05-24,Defective/Damaged,Approved,910.0,172.38,141.05
701204,906336,2024-07-27,Defective/Damaged,Approved,2250.0,111.28,405.0
701205,906337,2024-07-05,Defective/Damaged,Approved,13790.0,154.45,2964.85
701206,906342,2024-12-11,Wrong Item Delivered,Approved,1560.0,145.47,241.8
701207,906343,2024-06-02,Size/Fit Issue,Approved,3900.0,160.56,663.0
701208,906350,2024-12-14,Size/Fit Issue,Approved,3900.0,103.76,663.0
701209,906351,2024-11-19,Changed Mind,Approved,3120.0,91.68,241.8
701210,906357,2024-04-16,Size/Fit Issue,Rejected,0.0,179.18,0.0
701211,906360,2024-11-13,Size/Fit Issue,Approved,1510.0,126.14,245.38
701212,906361,2025-01-24,Size/Fit Issue,Approved,3370.0,65.44,572.9
701213,906364,2024-12-25,Size/Fit Issue,Approved,1510.0,79.44,245.38
701214,906368,2024-10-22,Defective/Damaged,Approved,2150.0,98.46,349.38
701215,906382,2024-11-21,Changed Mind,Approved,1960.0,82.31,318.5
701216,906387,2024-04-21,Defective/Damaged,Rejected,0.0,130.12,0.0
701217,906399,2024-12-27,Size/Fit Issue,Approved,3000.0,71.68,510.0
701218,906402,2024-05-23,Size/Fit Issue,Approved,1940.0,75.16,157.62
701219,906405,2025-02-04,Wrong Item Delivered,Approved,1390.0,143.42,215.45
701220,906414,2024-12-22,Not as Described,Approved,970.0,89.61,157.62
701221,906416,2024-06-09,Defective/Damaged,Approved,1190.0,168.01,193.38
701222,906420,2024-06-11,Not as Described,Approved,910.0,159.86,141.05
701223,906423,2025-03-14,Changed Mind,Approved,1130.0,129.5,175.15
701224,906433,2024-11-19,Defective/Damaged,Approved,1390.0,62.85,215.45
701225,906438,2024-05-05,Defective/Damaged,Approved,2600.0,98.34,442.0
701226,906440,2024-09-26,Size/Fit Issue,Rejected,0.0,148.74,0.0
701227,906463,2025-01-05,Defective/Damaged,Approved,2550.0,61.25,459.0
701228,906469,2024-08-16,Changed Mind,Approved,13140.0,170.65,2825.1
701229,906471,2024-06-02,Defective/Damaged,Approved,1990.0,141.85,358.2
701230,906472,2024-09-15,Not as Described,Approved,1740.0,147.68,313.2
701231,906474,2024-09-02,Defective/Damaged,Approved,12810.0,132.21,2754.15
701232,906487,2024-07-25,Changed Mind,Approved,540.0,81.07,78.3
701233,906494,2025-02-16,Better Price Found,Approved,39420.0,160.26,2825.1
701234,906497,2024-04-21,Not as Described,Approved,590.0,123.11,85.55
701235,906501,2025-03-12,Size/Fit Issue,Approved,3740.0,148.77,303.88
701236,906502,2025-02-22,Defective/Damaged,Approved,740.0,163.56,107.3
701237,906511,2024-08-14,Not as Described,Approved,1560.0,77.48,113.1
701238,906519,2024-08-30,Defective/Damaged,Approved,2550.0,172.85,459.0
701239,906525,2024-07-07,Defective/Damaged,Approved,4680.0,76.31,241.8
701240,906526,2024-06-25,Size/Fit Issue,Approved,2150.0,162.99,349.38
701241,906527,2024-04-24,Size/Fit Issue,Approved,5120.0,151.73,435.2
701242,906540,2024-05-21,Defective/Damaged,Rejected,0.0,73.21,0.0
701243,906552,2024-06-11,Changed Mind,Approved,1320.0,130.07,204.6
701244,906554,2025-02-24,Defective/Damaged,Approved,3980.0,176.97,358.2
701245,906560,2025-01-11,Defective/Damaged,Approved,1130.0,145.03,163.85
701246,906563,2024-12-25,Better Price Found,Approved,12780.0,138.3,2747.7
701247,906566,2024-09-15,Size/Fit Issue,Approved,1870.0,78.4,303.88
701248,906571,2025-01-10,Not as Described,Approved,1290.0,101.37,199.95
701249,906573,2025-01-09,Size/Fit Issue,Approved,3740.0,128.03,635.8
701250,906577,2024-09-20,Defective/Damaged,Approved,2550.0,143.37,459.0
701251,906580,2024-12-11,Not as Described,Approved,11450.0,149.71,2461.75
701252,906581,2024-05-20,Size/Fit Issue,Approved,4300.0,179.67,349.38
701253,906585,2024-11-25,Not as Described,Approved,1130.0,102.31,175.15
701254,906588,2024-12-22,Defective/Damaged,Approved,740.0,96.74,107.3
701255,906610,2024-11-17,Better Price Found,Approved,26660.0,93.97,2865.95
701256,906616,2025-03-22,Size/Fit Issue,Approved,1960.0,77.98,318.5
701257,906620,2024-08-24,Size/Fit Issue,Approved,1870.0,61.88,303.88
701258,906630,2024-09-23,Changed Mind,Approved,3120.0,115.86,241.8
701259,906640,2025-02-08,Changed Mind,Approved,32400.0,96.88,2322.0
701260,906648,2024-12-04,Not as Described,Approved,2560.0,161.96,435.2
701261,906653,2024-11-29,Wrong Item Delivered,Approved,2640.0,120.71,204.6
701262,906657,2024-05-09,Not as Described,Approved,1390.0,66.07,215.45
701263,906663,2025-01-11,Size/Fit Issue,Approved,5610.0,107.31,303.88
701264,906667,2025-02-20,Size/Fit Issue,Approved,2600.0,173.0,442.0
701265,906671,2025-03-06,Not as Described,Approved,1560.0,157.87,241.8
701266,906674,2024-11-03,Not as Described,Approved,1130.0,127.24,163.85
701267,906685,2025-02-22,Changed Mind,Approved,11700.0,85.87,663.0
701268,906694,2025-03-14,Not as Described,Approved,2150.0,175.19,349.38
701269,906701,2024-12-17,Size/Fit Issue,Approved,3370.0,60.53,572.9
701270,906704,2024-08-19,Size/Fit Issue,Approved,4300.0,120.67,349.38
701271,906705,2025-03-13,Defective/Damaged,Approved,2150.0,178.2,349.38
701272,906706,2024-05-12,Not as Described,Approved,1320.0,77.29,204.6
701273,906710,2024-04-14,Defective/Damaged,Approved,10800.0,141.54,2322.0
701274,906714,2025-03-12,Not as Described,Approved,2600.0,61.97,442.0
701275,906720,2024-09-10,Not as Described,Approved,3170.0,173.89,570.6
701276,906729,2025-03-24,Defective/Damaged,Approved,1820.0,106.4,141.05
701277,906732,2024-08-26,Not as Described,Approved,510.0,93.37,73.95
701278,906736,2024-10-24,Size/Fit Issue,Approved,2560.0,97.74,435.2
701279,906744,2024-07-04,Defective/Damaged,Approved,2380.0,133.8,193.38
701280,906748,2024-08-22,Not as Described,Approved,3920.0,174.26,318.5
701281,906750,2024-08-20,Changed Mind,Approved,3900.0,114.49,663.0
701282,906756,2025-02-22,Not as Described,Rejected,0.0,178.71,0.0
701283,906761,2024-10-18,Size/Fit Issue,Rejected,0.0,134.55,0.0
701284,906767,2024-12-16,Not as Described,Approved,910.0,110.9,141.05
701285,906771,2025-01-14,Better Price Found,Approved,9950.0,157.68,2139.25
701286,906777,2024-05-04,Defective/Damaged,Approved,910.0,169.78,141.05
701287,906784,2024-10-15,Size/Fit Issue,Approved,1960.0,151.97,318.5
701288,906786,2025-03-02,Not as Described,Approved,1740.0,85.01,313.2
701289,906790,2024-05-08,Defective/Damaged,Approved,810.0,100.74,125.55
701290,906791,2025-01-27,Defective/Damaged,Approved,1320.0,147.48,204.6
701291,906802,2024-09-23,Defective/Damaged,Rejected,0.0,177.33,0.0
701292,906807,2024-09-28,Size/Fit Issue,Approved,2560.0,122.58,435.2
701293,906813,2024-07-27,Not as Described,Approved,1510.0,115.15,245.38
701294,906814,2024-08-27,Changed Mind,Approved,2250.0,172.56,405.0
701295,906825,2025-03-06,Not as Described,Approved,3120.0,102.95,241.8
701296,906832,2024-07-19,Not as Described,Approved,540.0,90.56,78.3
701297,906833,2024-09-19,Changed Mind,Approved,3900.0,78.38,663.0
701298,906846,2025-04-01,Defective/Damaged,Approved,13330.0,103.85,2865.95
701299,906851,2024-05-21,Defective/Damaged,Approved,910.0,123.9,141.05
701300,906852,2024-11-25,Not as Described,Approved,890.0,77.66,137.95
701301,906853,2025-01-17,Defective/Damaged,Approved,12780.0,144.17,2747.7
701302,906862,2024-12-14,Not as Described,Approved,7800.0,170.18,663.0
701303,906870,2024-06-23,Size/Fit Issue,Approved,5120.0,179.79,435.2
701304,906871,2025-02-07,Not as Described,Approved,1290.0,74.54,199.95
701305,906872,2025-02-15,Changed Mind,Approved,2150.0,153.65,349.38
701306,906874,2024-12-26,Changed Mind,Approved,2250.0,147.02,405.0
701307,906877,2024-10-25,Not as Described,Approved,780.0,166.94,113.1
701308,906882,2024-07-19,Size/Fit Issue,Approved,3700.0,118.84,629.0
701309,906888,2024-09-18,Size/Fit Issue,Approved,6450.0,74.77,349.38
701310,906889,2025-03-25,Size/Fit Issue,Approved,3700.0,173.24,629.0
701311,906893,2025-03-25,Changed Mind,Approved,13330.0,140.11,2865.95
701312,906896,2024-04-29,Not as Described,Approved,3740.0,145.58,303.88
701313,906903,2025-02-23,Not as Described,Rejected,0.0,140.19,0.0
701314,906905,2024-08-22,Not as Described,Approved,2550.0,123.01,459.0
701315,906906,2024-08-19,Not as Described,Approved,1870.0,133.13,303.88
701316,906928,2024-06-09,Size/Fit Issue,Approved,5120.0,153.5,435.2
701317,906933,2024-06-04,Wrong Item Delivered,Approved,2250.0,63.75,405.0
701318,906934,2024-04-16,Not as Described,Approved,1320.0,159.86,204.6
701319,906935,2024-09-25,Defective/Damaged,Approved,3540.0,112.5,287.62
701320,906953,2024-08-05,Defective/Damaged,Approved,9950.0,176.82,2139.25
701321,906966,2024-06-19,Defective/Damaged,Approved,2580.0,121.01,199.95
701322,906972,2024-11-21,Changed Mind,Approved,1290.0,104.21,199.95
701323,906985,2024-11-22,Wrong Item Delivered,Rejected,0.0,95.54,0.0
701324,906988,2024-06-17,Not as Described,Approved,1130.0,96.24,175.15
701325,906997,2024-07-31,Size/Fit Issue,Approved,970.0,104.17,157.62
701326,906998,2024-07-12,Not as Described,Approved,2430.0,128.19,117.45
701327,907025,2024-06-27,Size/Fit Issue,Approved,3740.0,72.6,635.8
701328,907027,2024-07-29,Defective/Damaged,Approved,2150.0,85.06,349.38
701329,907028,2025-02-10,Size/Fit Issue,Rejected,0.0,111.62,0.0
701330,907032,2024-12-15,Defective/Damaged,Approved,4300.0,123.79,349.38
701331,907038,2025-02-13,Changed Mind,Approved,740.0,88.76,107.3
701332,907045,2024-06-06,Changed Mind,Approved,5100.0,178.21,459.0
701333,907051,2025-01-30,Not as Described,Approved,1080.0,131.59,194.4
701334,907061,2024-04-17,Size/Fit Issue,Rejected,0.0,149.42,0.0
701335,907064,2024-09-10,Not as Described,Approved,2600.0,89.36,442.0
701336,907076,2025-03-17,Size/Fit Issue,Approved,3740.0,179.79,303.88
701337,907079,2025-04-11,Not as Described,Approved,810.0,123.4,125.55
701338,907084,2024-10-22,Size/Fit Issue,Approved,970.0,146.53,157.62
701339,907086,2024-09-14,Size/Fit Issue,Approved,2560.0,145.43,435.2
701340,907097,2024-05-15,Defective/Damaged,Approved,2550.0,128.65,459.0
701341,907101,2024-09-04,Changed Mind,Approved,3900.0,105.8,663.0
701342,907109,2025-03-12,Defective/Damaged,Approved,1180.0,80.71,85.55
701343,907112,2024-12-15,Not as Described,Approved,1110.0,176.38,180.38
701344,907114,2024-05-20,Not as Described,Approved,2250.0,146.5,405.0
701345,907125,2024-06-04,Size/Fit Issue,Approved,7800.0,96.32,663.0
701346,907126,2025-03-03,Not as Described,Approved,41370.0,176.92,2964.85
701347,907142,2025-01-28,Size/Fit Issue,Approved,6000.0,154.69,510.0
701348,907149,2025-01-10,Changed Mind,Approved,2370.0,120.98,402.9
701349,907153,2024-08-29,Size/Fit Issue,Approved,970.0,117.02,157.62
701350,907154,2025-01-21,Wrong Item Delivered,Approved,2550.0,96.35,459.0
701351,907161,2024-07-01,Size/Fit Issue,Approved,1190.0,76.74,193.38
701352,907162,2024-05-28,Size/Fit Issue,Rejected,0.0,98.22,0.0
701353,907166,2024-07-11,Not as Described,Approved,910.0,151.01,141.05
701354,907170,2024-10-25,Size/Fit Issue,Approved,970.0,94.09,157.62
701355,907172,2025-03-14,Not as Described,Approved,1560.0,120.84,241.8
701356,907173,2024-06-15,Not as Described,Approved,1390.0,61.37,215.45
701357,907176,2024-06-13,Changed Mind,Rejected,0.0,117.53,0.0
701358,907178,2024-07-22,Changed Mind,Approved,11450.0,163.82,2461.75
701359,907180,2024-08-24,Not as Described,Approved,7400.0,127.98,629.0
701360,907181,2024-09-26,Defective/Damaged,Approved,1130.0,63.75,175.15
701361,907185,2024-05-09,Not as Described,Approved,2600.0,88.56,442.0
701362,907186,2024-06-04,Not as Described,Approved,2550.0,135.69,459.0
701363,907187,2024-10-16,Changed Mind,Approved,780.0,122.07,113.1
701364,907201,2024-08-31,Defective/Damaged,Approved,1870.0,165.79,303.88
701365,907211,2025-02-22,Wrong Item Delivered,Approved,910.0,105.07,141.05
701366,907220,2025-02-12,Size/Fit Issue,Approved,3370.0,61.03,572.9
701367,907225,2024-11-04,Size/Fit Issue,Approved,1770.0,107.16,287.62
701368,907230,2024-08-27,Size/Fit Issue,Approved,1510.0,60.78,245.38
701369,907231,2024-10-04,Changed Mind,Approved,2370.0,120.31,402.9
701370,907232,2024-10-26,Better Price Found,Approved,12810.0,118.24,2754.15
701371,907240,2024-06-02,Not as Described,Approved,1560.0,97.0,113.1
701372,907245,2024-04-24,Size/Fit Issue,Approved,5610.0,61.51,303.88
701373,907246,2024-05-06,Not as Described,Approved,1740.0,167.68,313.2
701374,907250,2024-11-21,Changed Mind,Approved,810.0,128.46,125.55
701375,907258,2024-08-13,Changed Mind,Approved,1110.0,73.4,180.38
701376,907267,2025-03-09,Not as Described,Approved,510.0,168.62,73.95
701377,907275,2025-01-23,Changed Mind,Rejected,0.0,152.16,0.0
701378,907286,2024-11-28,Defective/Damaged,Approved,540.0,175.67,78.3
701379,907300,2024-10-28,Size/Fit Issue,Approved,1770.0,122.08,287.62
701380,907303,2024-12-25,Not as Described,Approved,2260.0,168.86,175.15
701381,907307,2024-05-07,Size/Fit Issue,Approved,3370.0,102.54,572.9
701382,907311,2024-04-22,Changed Mind,Approved,1870.0,142.27,303.88
701383,907313,2024-07-18,Changed Mind,Approved,3170.0,117.69,570.6
701384,907315,2024-09-04,Size/Fit Issue,Approved,970.0,75.66,157.62
701385,907316,2024-11-20,Size/Fit Issue,Approved,2370.0,149.84,402.9
701386,907325,2024-05-04,Changed Mind,Approved,2600.0,134.3,442.0
701387,907330,2024-07-27,Defective/Damaged,Approved,540.0,111.29,78.3
701388,907337,2024-12-30,Not as Described,Rejected,0.0,122.58,0.0
701389,907338,2024-08-01,Defective/Damaged,Approved,2640.0,74.76,204.6
701390,907341,2024-09-29,Changed Mind,Approved,810.0,67.47,125.55
701391,907342,2024-10-04,Not as Described,Approved,1770.0,162.65,287.62
701392,907348,2024-07-20,Size/Fit Issue,Approved,3740.0,114.07,635.8
701393,907354,2024-09-01,Not as Described,Approved,1320.0,65.41,204.6
701394,907360,2024-05-15,Better Price Found,Approved,27580.0,126.7,2964.85
701395,907361,2025-02-13,Size/Fit Issue,Approved,1960.0,72.57,318.5
701396,907374,2024-04-13,Not as Described,Rejected,0.0,70.69,0.0
701397,907384,2024-10-22,Size/Fit Issue,Approved,3740.0,177.12,303.88
701398,907389,2024-09-02,Defective/Damaged,Approved,3370.0,146.9,572.9
701399,907391,2024-09-22,Not as Described,Approved,2600.0,147.56,442.0
701400,907401,2025-01-17,Not as Described,Approved,1110.0,87.44,180.38
701401,907402,2025-03-29,Size/Fit Issue,Rejected,0.0,85.19,0.0
701402,907416,2024-10-02,Not as Described,Approved,13790.0,118.87,2964.85
701403,907420,2024-07-13,Changed Mind,Approved,1740.0,96.7,313.2
701404,907424,2025-03-28,Size/Fit Issue,Approved,3000.0,91.12,510.0
701405,907432,2025-03-11,Defective/Damaged,Approved,1560.0,145.5,241.8
701406,907438,2024-09-13,Size/Fit Issue,Approved,3740.0,130.0,635.8
701407,907441,2024-12-20,Defective/Damaged,Approved,22900.0,161.99,2461.75
701408,907444,2024-06-24,Changed Mind,Approved,1130.0,94.14,163.85
701409,907453,2024-09-25,Defective/Damaged,Approved,11450.0,148.93,2461.75
701410,907457,2024-07-01,Changed Mind,Approved,9950.0,92.28,2139.25
701411,907460,2024-04-11,Size/Fit Issue,Rejected,0.0,141.04,0.0
701412,907463,2025-01-29,Not as Described,Approved,1870.0,84.79,303.88
701413,907469,2024-09-24,Changed Mind,Approved,4300.0,118.56,349.38
701414,907473,2024-09-11,Size/Fit Issue,Approved,1960.0,61.9,318.5
701415,907485,2025-01-28,Defective/Damaged,Approved,510.0,73.25,73.95
701416,907488,2025-01-24,Defective/Damaged,Approved,2450.0,134.73,441.0
701417,907492,2024-10-24,Not as Described,Approved,2640.0,62.21,204.6
701418,907493,2025-01-28,Defective/Damaged,Approved,13140.0,66.89,2825.1
701419,907495,2025-01-31,Not as Described,Approved,5120.0,135.73,435.2
701420,907496,2024-04-24,Size/Fit Issue,Approved,2560.0,100.18,435.2
701421,907499,2024-09-18,Changed Mind,Approved,1620.0,102.75,117.45
701422,907507,2024-09-24,Size/Fit Issue,Approved,5200.0,151.15,442.0
701423,907517,2025-03-24,Changed Mind,Rejected,0.0,97.94,0.0
701424,907532,2024-08-03,Changed Mind,Approved,1990.0,63.87,358.2
701425,907538,2024-08-30,Not as Described,Approved,1190.0,114.75,193.38
701426,907541,2024-10-13,Changed Mind,Approved,970.0,172.38,157.62
701427,907552,2024-08-14,Changed Mind,Approved,1130.0,121.66,175.15
701428,907560,2024-10-02,Wrong Item Delivered,Approved,2250.0,64.01,405.0
701429,907567,2024-06-26,Defective/Damaged,Approved,740.0,67.88,107.3
701430,907570,2025-03-28,Size/Fit Issue,Approved,3740.0,90.07,303.88
701431,907586,2024-07-25,Changed Mind,Approved,810.0,101.57,117.45
701432,907587,2024-04-09,Size/Fit Issue,Approved,3740.0,95.82,303.88
701433,907599,2025-02-18,Size/Fit Issue,Approved,3700.0,95.08,629.0
701434,907603,2025-03-10,Not as Described,Approved,3000.0,89.0,510.0
701435,907605,2024-12-12,Size/Fit Issue,Approved,1870.0,129.57,303.88
701436,907618,2024-06-30,Defective/Damaged,Approved,12810.0,113.27,2754.15
701437,907619,2024-09-13,Changed Mind,Approved,1110.0,166.76,180.38
701438,907620,2024-11-08,Wrong Item Delivered,Approved,2780.0,66.19,215.45
701439,907621,2024-10-07,Defective/Damaged,Approved,3150.0,74.29,567.0
701440,907634,2024-04-25,Not as Described,Approved,2150.0,149.46,349.38
701441,907636,2024-08-17,Size/Fit Issue,Approved,1510.0,162.18,245.38
701442,907647,2024-08-06,Changed Mind,Approved,1390.0,81.61,215.45
701443,907648,2025-01-24,Size/Fit Issue,Approved,3700.0,131.87,629.0
701444,907650,2024-06-06,Size/Fit Issue,Approved,1870.0,60.71,303.88
701445,907654,2025-01-17,Not as Described,Approved,3150.0,118.0,567.0
701446,907655,2024-08-01,Size/Fit Issue,Approved,11700.0,112.1,663.0
701447,907659,2024-10-23,Defective/Damaged,Approved,3700.0,179.56,629.0
701448,907660,2025-02-13,Defective/Damaged,Rejected,0.0,62.03,0.0
701449,907676,2024-06-23,Changed Mind,Rejected,0.0,100.46,0.0
701450,907677,2024-05-03,Changed Mind,Approved,1870.0,87.65,303.88
701451,907684,2024-06-27,Not as Described,Approved,3740.0,89.51,635.8
701452,907687,2024-09-28,Defective/Damaged,Rejected,0.0,119.91,0.0
701453,907704,2025-03-10,Not as Described,Approved,2250.0,171.54,405.0
701454,907717,2024-11-03,Size/Fit Issue,Approved,5610.0,134.33,303.88
701455,907718,2024-08-07,Defective/Damaged,Approved,2160.0,143.08,194.4
701456,907719,2024-10-26,Defective/Damaged,Approved,2450.0,141.35,441.0
701457,907735,2024-06-25,Changed Mind,Approved,3870.0,171.22,199.95
701458,907740,2024-09-27,Size/Fit Issue,Approved,3740.0,145.33,635.8
701459,907741,2024-09-09,Size/Fit Issue,Rejected,0.0,122.69,0.0
701460,907745,2024-07-08,Size/Fit Issue,Rejected,0.0,157.67,0.0
